protid	isfwd
rev_ENSP00000400517	0
rev_ENSP00000400518	-1
rev_ENSP00000400519	-1
rev_ENSP00000400522	-1
rev_ENSP00000400524	0
rev_ENSP00000400526	0
rev_ENSP00000400527	-1
rev_ENSP00000400528	0
rev_ENSP00000400529	0
rev_ENSP00000400532	0
rev_ENSP00000400533	0
rev_ENSP00000400536	0
rev_ENSP00000400537	-1
rev_ENSP00000400538	0
rev_ENSP00000400539	-1
rev_ENSP00000400540	-1
rev_ENSP00000400542	0
rev_ENSP00000400543	-1
rev_ENSP00000400544	0
rev_ENSP00000400545	0
rev_ENSP00000400546	0
rev_ENSP00000400547	0
rev_ENSP00000400548	-1
rev_ENSP00000400549	0
rev_ENSP00000400551	-1
rev_ENSP00000400552	0
rev_ENSP00000400553	0
rev_ENSP00000400554	0
rev_ENSP00000400555	-1
rev_ENSP00000400556	0
rev_ENSP00000400558	0
rev_ENSP00000400559	-1
rev_ENSP00000400560	0
rev_ENSP00000400561	-1
rev_ENSP00000400562	0
rev_ENSP00000400564	0
rev_ENSP00000400565	0
rev_ENSP00000400566	0
rev_ENSP00000400567	0
rev_ENSP00000400569	-1
rev_ENSP00000400571	0
rev_ENSP00000400572	0
rev_ENSP00000400573	-1
rev_ENSP00000400574	-1
rev_ENSP00000400576	-1
rev_ENSP00000400579	-1
rev_ENSP00000400580	-1
rev_ENSP00000400581	-1
rev_ENSP00000400582	0
rev_ENSP00000400583	0
rev_ENSP00000400584	-1
rev_ENSP00000400585	0
rev_ENSP00000400586	-1
rev_ENSP00000400587	-1
rev_ENSP00000400589	0
rev_ENSP00000400590	0
rev_ENSP00000400591	-1
rev_ENSP00000400592	0
rev_ENSP00000400593	0
rev_ENSP00000400594	0
rev_ENSP00000400595	0
rev_ENSP00000400596	0
rev_ENSP00000400598	-1
rev_ENSP00000400599	-1
rev_ENSP00000400600	0
rev_ENSP00000400602	0
rev_ENSP00000400604	-1
rev_ENSP00000400605	0
rev_ENSP00000400607	-1
rev_ENSP00000400608	0
rev_ENSP00000400611	-1
rev_ENSP00000400612	-1
rev_ENSP00000400614	0
rev_ENSP00000400615	0
rev_ENSP00000400616	0
rev_ENSP00000400617	0
rev_ENSP00000400618	-1
rev_ENSP00000400620	0
rev_ENSP00000400621	0
rev_ENSP00000400623	0
rev_ENSP00000400624	0
rev_ENSP00000400625	0
rev_ENSP00000400626	0
rev_ENSP00000400627	-1
rev_ENSP00000400628	-1
rev_ENSP00000400632	-1
rev_ENSP00000400633	-1
rev_ENSP00000400634	-1
rev_ENSP00000400635	0
rev_ENSP00000400637	0
rev_ENSP00000400638	-1
rev_ENSP00000400639	0
rev_ENSP00000400641	-1
rev_ENSP00000400642	0
rev_ENSP00000400643	0
rev_ENSP00000400644	0
rev_ENSP00000400645	-1
rev_ENSP00000400646	-1
rev_ENSP00000400647	-1
rev_ENSP00000400648	-1
rev_ENSP00000400649	-1
rev_ENSP00000400651	0
rev_ENSP00000400655	-1
rev_ENSP00000400657	0
rev_ENSP00000400660	-1
rev_ENSP00000400661	0
rev_ENSP00000400662	-1
rev_ENSP00000400663	0
rev_ENSP00000400665	-1
rev_ENSP00000400666	-1
rev_ENSP00000400667	0
rev_ENSP00000400669	-1
rev_ENSP00000400671	0
rev_ENSP00000400672	0
rev_ENSP00000400673	-1
rev_ENSP00000400675	0
rev_ENSP00000400676	-1
rev_ENSP00000400677	-1
rev_ENSP00000400678	0
rev_ENSP00000400679	0
rev_ENSP00000400680	0
rev_ENSP00000400681	-1
rev_ENSP00000400684	0
rev_ENSP00000400685	-1
rev_ENSP00000400686	0
rev_ENSP00000400687	-1
rev_ENSP00000400688	0
rev_ENSP00000400689	0
rev_ENSP00000400690	-1
rev_ENSP00000400693	-1
rev_ENSP00000400694	0
rev_ENSP00000400695	0
rev_ENSP00000400697	0
rev_ENSP00000400698	-1
rev_ENSP00000400699	-1
rev_ENSP00000400700	0
rev_ENSP00000400702	-1
rev_ENSP00000400703	-1
rev_ENSP00000400704	0
rev_ENSP00000400705	0
rev_ENSP00000400708	-1
rev_ENSP00000400710	0
rev_ENSP00000400711	0
rev_ENSP00000400713	-1
rev_ENSP00000400714	0
rev_ENSP00000400715	-1
rev_ENSP00000400716	-1
rev_ENSP00000400717	-1
rev_ENSP00000400718	0
rev_ENSP00000400719	-1
rev_ENSP00000400720	0
rev_ENSP00000400722	0
rev_ENSP00000400725	-1
rev_ENSP00000400726	-1
rev_ENSP00000400727	-1
rev_ENSP00000400728	-1
rev_ENSP00000400730	0
rev_ENSP00000400734	0
rev_ENSP00000400735	-1
rev_ENSP00000400736	-1
rev_ENSP00000400737	0
rev_ENSP00000400738	-1
rev_ENSP00000400739	0
rev_ENSP00000400740	-1
rev_ENSP00000400743	0
rev_ENSP00000400744	-1
rev_ENSP00000400746	-1
rev_ENSP00000400747	-1
rev_ENSP00000400749	0
rev_ENSP00000400751	0
rev_ENSP00000400752	-1
rev_ENSP00000400753	-1
rev_ENSP00000400754	-1
rev_ENSP00000400755	-1
rev_ENSP00000400756	0
rev_ENSP00000400757	0
rev_ENSP00000400759	0
rev_ENSP00000400760	-1
rev_ENSP00000400761	-1
rev_ENSP00000400762	-1
rev_ENSP00000400763	0
rev_ENSP00000400764	-1
rev_ENSP00000400765	0
rev_ENSP00000400766	-1
rev_ENSP00000400767	-1
rev_ENSP00000400768	0
rev_ENSP00000400769	0
rev_ENSP00000400770	-1
rev_ENSP00000400771	-1
rev_ENSP00000400772	0
rev_ENSP00000400773	0
rev_ENSP00000400774	-1
rev_ENSP00000400776	0
rev_ENSP00000400777	-1
rev_ENSP00000400782	-1
rev_ENSP00000400783	-1
rev_ENSP00000400784	0
rev_ENSP00000400785	0
rev_ENSP00000400787	-1
rev_ENSP00000400790	-1
rev_ENSP00000400792	-1
rev_ENSP00000400794	0
rev_ENSP00000400795	-1
rev_ENSP00000400797	-1
rev_ENSP00000400798	-1
rev_ENSP00000400799	-1
rev_ENSP00000400802	0
rev_ENSP00000400803	0
rev_ENSP00000400806	0
rev_ENSP00000400808	0
rev_ENSP00000400811	0
rev_ENSP00000400812	0
rev_ENSP00000400813	-1
rev_ENSP00000400815	-1
rev_ENSP00000400817	0
rev_ENSP00000400819	0
rev_ENSP00000400820	0
rev_ENSP00000400821	-1
rev_ENSP00000400824	0
rev_ENSP00000400825	-1
rev_ENSP00000400827	-1
rev_ENSP00000400828	0
rev_ENSP00000400831	0
rev_ENSP00000400833	-1
rev_ENSP00000400836	-1
rev_ENSP00000400837	-1
rev_ENSP00000400838	-1
rev_ENSP00000400839	-1
rev_ENSP00000400840	-1
rev_ENSP00000400841	-1
rev_ENSP00000400842	0
rev_ENSP00000400843	0
rev_ENSP00000400844	-1
rev_ENSP00000400845	0
rev_ENSP00000400846	0
rev_ENSP00000400847	-1
rev_ENSP00000400848	-1
rev_ENSP00000400849	-1
rev_ENSP00000400852	0
rev_ENSP00000400854	0
rev_ENSP00000400855	-1
rev_ENSP00000400856	-1
rev_ENSP00000400857	0
rev_ENSP00000400858	-1
rev_ENSP00000400859	-1
rev_ENSP00000400860	0
rev_ENSP00000400861	-1
rev_ENSP00000400862	0
rev_ENSP00000400867	-1
rev_ENSP00000400868	-1
rev_ENSP00000400869	0
rev_ENSP00000400870	-1
rev_ENSP00000400871	0
rev_ENSP00000400873	0
rev_ENSP00000400874	0
rev_ENSP00000400875	0
rev_ENSP00000400876	0
rev_ENSP00000400877	0
rev_ENSP00000400878	0
rev_ENSP00000400879	-1
rev_ENSP00000400880	0
rev_ENSP00000400881	0
rev_ENSP00000400882	-1
rev_ENSP00000400883	0
rev_ENSP00000400884	-1
rev_ENSP00000400885	0
rev_ENSP00000400886	0
rev_ENSP00000400887	-1
rev_ENSP00000400889	-1
rev_ENSP00000400890	-1
rev_ENSP00000400892	0
rev_ENSP00000400893	-1
rev_ENSP00000400894	-1
rev_ENSP00000400895	0
rev_ENSP00000400896	-1
rev_ENSP00000400897	0
rev_ENSP00000400900	0
rev_ENSP00000400901	0
rev_ENSP00000400902	0
rev_ENSP00000400903	-1
rev_ENSP00000400904	0
rev_ENSP00000400905	0
rev_ENSP00000400906	-1
rev_ENSP00000400907	0
rev_ENSP00000400908	0
rev_ENSP00000400909	0
rev_ENSP00000400910	0
rev_ENSP00000400912	0
rev_ENSP00000400914	0
rev_ENSP00000400916	-1
rev_ENSP00000400917	-1
rev_ENSP00000400918	-1
rev_ENSP00000400920	-1
rev_ENSP00000400921	-1
rev_ENSP00000400922	0
rev_ENSP00000400923	-1
rev_ENSP00000400925	-1
rev_ENSP00000400926	-1
rev_ENSP00000400928	0
rev_ENSP00000400929	-1
rev_ENSP00000400930	-1
rev_ENSP00000400932	-1
rev_ENSP00000400933	0
rev_ENSP00000400934	-1
rev_ENSP00000400935	-1
rev_ENSP00000400937	-1
rev_ENSP00000400938	-1
rev_ENSP00000400939	0
rev_ENSP00000400940	-1
rev_ENSP00000400941	0
rev_ENSP00000400942	-1
rev_ENSP00000400943	-1
rev_ENSP00000400944	-1
rev_ENSP00000400945	-1
rev_ENSP00000400947	-1
rev_ENSP00000400948	0
rev_ENSP00000400949	0
rev_ENSP00000400950	0
rev_ENSP00000400951	0
rev_ENSP00000400952	-1
rev_ENSP00000400956	0
rev_ENSP00000400957	0
rev_ENSP00000400958	0
rev_ENSP00000400959	0
rev_ENSP00000400960	-1
rev_ENSP00000400963	-1
rev_ENSP00000400964	-1
rev_ENSP00000400966	0
rev_ENSP00000400967	0
rev_ENSP00000400968	0
rev_ENSP00000400969	-1
rev_ENSP00000400970	-1
rev_ENSP00000400971	0
rev_ENSP00000400972	-1
rev_ENSP00000400976	-1
rev_ENSP00000400977	-1
rev_ENSP00000400978	0
rev_ENSP00000400979	0
rev_ENSP00000400980	0
rev_ENSP00000400981	0
rev_ENSP00000400982	0
rev_ENSP00000400984	0
rev_ENSP00000400985	-1
rev_ENSP00000400986	-1
rev_ENSP00000400988	0
rev_ENSP00000400990	-1
rev_ENSP00000400991	-1
rev_ENSP00000400993	0
rev_ENSP00000400994	0
rev_ENSP00000400995	-1
rev_ENSP00000400997	0
rev_ENSP00000400999	-1
rev_ENSP00000401001	0
rev_ENSP00000401002	0
rev_ENSP00000401003	0
rev_ENSP00000401004	0
rev_ENSP00000401005	0
rev_ENSP00000401006	-1
rev_ENSP00000401007	0
rev_ENSP00000401009	0
rev_ENSP00000401010	-1
rev_ENSP00000401012	0
rev_ENSP00000401013	0
rev_ENSP00000401014	0
rev_ENSP00000401016	-1
rev_ENSP00000401017	0
rev_ENSP00000401018	0
rev_ENSP00000401019	0
rev_ENSP00000401020	0
rev_ENSP00000401021	-1
rev_ENSP00000401022	-1
rev_ENSP00000401023	0
rev_ENSP00000401024	0
rev_ENSP00000401026	-1
rev_ENSP00000401028	-1
rev_ENSP00000401031	0
rev_ENSP00000401032	0
rev_ENSP00000401034	0
rev_ENSP00000401038	-1
rev_ENSP00000401039	-1
rev_ENSP00000401041	-1
rev_ENSP00000401044	0
rev_ENSP00000401045	-1
rev_ENSP00000401046	0
rev_ENSP00000401048	0
rev_ENSP00000401049	-1
rev_ENSP00000401051	0
rev_ENSP00000401053	0
rev_ENSP00000401055	-1
rev_ENSP00000401056	-1
rev_ENSP00000401058	0
rev_ENSP00000401060	0
rev_ENSP00000401063	0
rev_ENSP00000401064	0
rev_ENSP00000401066	0
rev_ENSP00000401067	0
rev_ENSP00000401068	0
rev_ENSP00000401069	0
rev_ENSP00000401070	-1
rev_ENSP00000401071	0
rev_ENSP00000401072	-1
rev_ENSP00000401073	-1
rev_ENSP00000401074	0
rev_ENSP00000401075	-1
rev_ENSP00000401076	-1
rev_ENSP00000401077	0
rev_ENSP00000401078	0
rev_ENSP00000401079	-1
rev_ENSP00000401080	0
rev_ENSP00000401081	-1
rev_ENSP00000401082	-1
rev_ENSP00000401084	0
rev_ENSP00000401085	-1
rev_ENSP00000401086	-1
rev_ENSP00000401088	-1
rev_ENSP00000401089	-1
rev_ENSP00000401090	0
rev_ENSP00000401091	-1
rev_ENSP00000401092	-1
rev_ENSP00000401095	-1
rev_ENSP00000401096	-1
rev_ENSP00000401098	-1
rev_ENSP00000401099	-1
rev_ENSP00000401100	0
rev_ENSP00000401101	0
rev_ENSP00000401102	-1
rev_ENSP00000401103	-1
rev_ENSP00000401104	0
rev_ENSP00000401105	-1
rev_ENSP00000401106	0
rev_ENSP00000401107	0
rev_ENSP00000401109	-1
rev_ENSP00000401110	-1
rev_ENSP00000401111	0
rev_ENSP00000401112	-1
rev_ENSP00000401114	0
rev_ENSP00000401115	0
rev_ENSP00000401116	0
rev_ENSP00000401118	-1
rev_ENSP00000401119	0
rev_ENSP00000401120	-1
rev_ENSP00000401121	-1
rev_ENSP00000401123	-1
rev_ENSP00000401124	0
rev_ENSP00000401125	-1
rev_ENSP00000401128	0
rev_ENSP00000401129	-1
rev_ENSP00000401130	-1
rev_ENSP00000401131	-1
rev_ENSP00000401132	-1
rev_ENSP00000401133	-1
rev_ENSP00000401134	0
rev_ENSP00000401136	-1
rev_ENSP00000401137	-1
rev_ENSP00000401139	-1
rev_ENSP00000401140	0
rev_ENSP00000401144	-1
rev_ENSP00000401145	0
rev_ENSP00000401147	-1
rev_ENSP00000401149	0
rev_ENSP00000401150	-1
rev_ENSP00000401151	0
rev_ENSP00000401152	-1
rev_ENSP00000401153	-1
rev_ENSP00000401154	0
rev_ENSP00000401155	-1
rev_ENSP00000401157	-1
rev_ENSP00000401158	-1
rev_ENSP00000401160	0
rev_ENSP00000401161	0
rev_ENSP00000401164	-1
rev_ENSP00000401165	-1
rev_ENSP00000401166	0
rev_ENSP00000401167	0
rev_ENSP00000401168	-1
rev_ENSP00000401169	0
rev_ENSP00000401171	-1
rev_ENSP00000401172	-1
rev_ENSP00000401173	0
rev_ENSP00000401175	-1
rev_ENSP00000401176	0
rev_ENSP00000401177	-1
rev_ENSP00000401178	0
rev_ENSP00000401180	-1
rev_ENSP00000401183	0
rev_ENSP00000401184	-1
rev_ENSP00000401185	0
rev_ENSP00000401187	-1
rev_ENSP00000401189	-1
rev_ENSP00000401190	0
rev_ENSP00000401191	-1
rev_ENSP00000401192	-1
rev_ENSP00000401193	-1
rev_ENSP00000401194	-1
rev_ENSP00000401195	0
rev_ENSP00000401196	0
rev_ENSP00000401197	0
rev_ENSP00000401198	0
rev_ENSP00000401199	0
rev_ENSP00000401201	0
rev_ENSP00000401202	-1
rev_ENSP00000401203	-1
rev_ENSP00000401204	0
rev_ENSP00000401205	-1
rev_ENSP00000401206	-1
rev_ENSP00000401207	0
rev_ENSP00000401208	0
rev_ENSP00000401211	-1
rev_ENSP00000401213	-1
rev_ENSP00000401215	0
rev_ENSP00000401217	0
rev_ENSP00000401218	0
rev_ENSP00000401220	-1
rev_ENSP00000401221	-1
rev_ENSP00000401224	-1
rev_ENSP00000401225	0
rev_ENSP00000401227	0
rev_ENSP00000401228	0
rev_ENSP00000401229	-1
rev_ENSP00000401232	0
rev_ENSP00000401235	-1
rev_ENSP00000401236	0
rev_ENSP00000401237	0
rev_ENSP00000401238	0
rev_ENSP00000401240	0
rev_ENSP00000401241	-1
rev_ENSP00000401242	0
rev_ENSP00000401244	0
rev_ENSP00000401246	0
rev_ENSP00000401248	0
rev_ENSP00000401249	-1
rev_ENSP00000401250	-1
rev_ENSP00000401252	0
rev_ENSP00000401253	0
rev_ENSP00000401254	-1
rev_ENSP00000401255	-1
rev_ENSP00000401256	0
rev_ENSP00000401257	0
rev_ENSP00000401258	0
rev_ENSP00000401259	-1
rev_ENSP00000401260	-1
rev_ENSP00000401261	-1
rev_ENSP00000401264	-1
rev_ENSP00000401265	0
rev_ENSP00000401267	0
rev_ENSP00000401269	-1
rev_ENSP00000401270	0
rev_ENSP00000401271	0
rev_ENSP00000401272	0
rev_ENSP00000401273	-1
rev_ENSP00000401276	0
rev_ENSP00000401277	-1
rev_ENSP00000401278	-1
rev_ENSP00000401280	-1
rev_ENSP00000401281	0
rev_ENSP00000401282	0
rev_ENSP00000401284	0
rev_ENSP00000401285	-1
rev_ENSP00000401287	0
rev_ENSP00000401289	0
rev_ENSP00000401290	-1
rev_ENSP00000401291	0
rev_ENSP00000401292	-1
rev_ENSP00000401293	-1
rev_ENSP00000401294	0
rev_ENSP00000401297	0
rev_ENSP00000401300	-1
rev_ENSP00000401302	-1
rev_ENSP00000401303	0
rev_ENSP00000401304	0
rev_ENSP00000401305	-1
rev_ENSP00000401306	0
rev_ENSP00000401307	0
rev_ENSP00000401308	0
rev_ENSP00000401309	0
rev_ENSP00000401310	0
rev_ENSP00000401311	-1
rev_ENSP00000401312	-1
rev_ENSP00000401313	0
rev_ENSP00000401314	0
rev_ENSP00000401315	-1
rev_ENSP00000401316	-1
rev_ENSP00000401317	0
rev_ENSP00000401318	-1
rev_ENSP00000401319	-1
rev_ENSP00000401320	0
rev_ENSP00000401321	-1
rev_ENSP00000401322	-1
rev_ENSP00000401323	-1
rev_ENSP00000401324	0
rev_ENSP00000401326	0
rev_ENSP00000401327	-1
rev_ENSP00000401328	0
rev_ENSP00000401332	-1
rev_ENSP00000401333	-1
rev_ENSP00000401334	0
rev_ENSP00000401335	-1
rev_ENSP00000401337	0
rev_ENSP00000401338	0
rev_ENSP00000401339	-1
rev_ENSP00000401340	-1
rev_ENSP00000401341	0
rev_ENSP00000401342	0
rev_ENSP00000401343	-1
rev_ENSP00000401344	0
rev_ENSP00000401345	-1
rev_ENSP00000401347	-1
rev_ENSP00000401349	0
rev_ENSP00000401350	-1
rev_ENSP00000401351	0
rev_ENSP00000401352	-1
rev_ENSP00000401353	0
rev_ENSP00000401356	-1
rev_ENSP00000401358	-1
rev_ENSP00000401359	-1
rev_ENSP00000401361	0
rev_ENSP00000401362	0
rev_ENSP00000401363	-1
rev_ENSP00000401365	0
rev_ENSP00000401366	-1
rev_ENSP00000401367	-1
rev_ENSP00000401368	-1
rev_ENSP00000401369	-1
rev_ENSP00000401371	0
rev_ENSP00000401374	0
rev_ENSP00000401375	0
rev_ENSP00000401376	-1
rev_ENSP00000401377	-1
rev_ENSP00000401378	0
rev_ENSP00000401379	0
rev_ENSP00000401381	0
rev_ENSP00000401382	-1
rev_ENSP00000401385	0
rev_ENSP00000401388	-1
rev_ENSP00000401389	0
rev_ENSP00000401391	-1
rev_ENSP00000401392	-1
rev_ENSP00000401393	-1
rev_ENSP00000401394	0
rev_ENSP00000401396	-1
rev_ENSP00000401397	-1
rev_ENSP00000401398	-1
rev_ENSP00000401399	0
rev_ENSP00000401400	0
rev_ENSP00000401401	-1
rev_ENSP00000401403	-1
rev_ENSP00000401404	0
rev_ENSP00000401405	0
rev_ENSP00000401406	-1
rev_ENSP00000401407	-1
rev_ENSP00000401408	-1
rev_ENSP00000401409	-1
rev_ENSP00000401410	-1
rev_ENSP00000401413	0
rev_ENSP00000401414	-1
rev_ENSP00000401417	-1
rev_ENSP00000401418	0
rev_ENSP00000401419	-1
rev_ENSP00000401420	-1
rev_ENSP00000401421	-1
rev_ENSP00000401422	0
rev_ENSP00000401423	0
rev_ENSP00000401424	0
rev_ENSP00000401426	0
rev_ENSP00000401427	-1
rev_ENSP00000401428	0
rev_ENSP00000401429	-1
rev_ENSP00000401430	-1
rev_ENSP00000401431	-1
rev_ENSP00000401433	0
rev_ENSP00000401435	-1
rev_ENSP00000401436	-1
rev_ENSP00000401437	-1
rev_ENSP00000401438	0
rev_ENSP00000401440	0
rev_ENSP00000401443	0
rev_ENSP00000401444	0
rev_ENSP00000401445	-1
rev_ENSP00000401448	-1
rev_ENSP00000401449	-1
rev_ENSP00000401450	0
rev_ENSP00000401451	0
rev_ENSP00000401452	0
rev_ENSP00000401454	-1
rev_ENSP00000401455	-1
rev_ENSP00000401457	-1
rev_ENSP00000401458	-1
rev_ENSP00000401463	-1
rev_ENSP00000401465	-1
rev_ENSP00000401467	0
rev_ENSP00000401468	-1
rev_ENSP00000401469	0
rev_ENSP00000401470	0
rev_ENSP00000401471	0
rev_ENSP00000401473	0
rev_ENSP00000401474	-1
rev_ENSP00000401475	-1
rev_ENSP00000401477	-1
rev_ENSP00000401479	-1
rev_ENSP00000401480	0
rev_ENSP00000401481	-1
rev_ENSP00000401482	-1
rev_ENSP00000401486	-1
rev_ENSP00000401487	0
rev_ENSP00000401488	0
rev_ENSP00000401490	-1
rev_ENSP00000401491	-1
rev_ENSP00000401492	-1
rev_ENSP00000401493	0
rev_ENSP00000401495	-1
rev_ENSP00000401496	0
rev_ENSP00000401498	0
rev_ENSP00000401499	0
rev_ENSP00000401500	0
rev_ENSP00000401501	0
rev_ENSP00000401502	0
rev_ENSP00000401503	0
rev_ENSP00000401504	0
rev_ENSP00000401505	-1
rev_ENSP00000401506	0
rev_ENSP00000401507	0
rev_ENSP00000401508	-1
rev_ENSP00000401509	-1
rev_ENSP00000401510	0
rev_ENSP00000401511	0
rev_ENSP00000401513	0
rev_ENSP00000401514	0
rev_ENSP00000401516	-1
rev_ENSP00000401517	0
rev_ENSP00000401518	0
rev_ENSP00000401519	0
rev_ENSP00000401521	0
rev_ENSP00000401522	-1
rev_ENSP00000401523	0
rev_ENSP00000401524	-1
rev_ENSP00000401526	0
rev_ENSP00000401529	0
rev_ENSP00000401530	-1
rev_ENSP00000401535	-1
rev_ENSP00000401536	0
rev_ENSP00000401538	-1
rev_ENSP00000401539	0
rev_ENSP00000401541	-1
rev_ENSP00000401542	0
rev_ENSP00000401543	-1
rev_ENSP00000401544	-1
rev_ENSP00000401546	-1
rev_ENSP00000401547	-1
rev_ENSP00000401548	0
rev_ENSP00000401549	-1
rev_ENSP00000401550	-1
rev_ENSP00000401551	0
rev_ENSP00000401552	-1
rev_ENSP00000401554	-1
rev_ENSP00000401555	-1
rev_ENSP00000401558	0
rev_ENSP00000401559	-1
rev_ENSP00000401560	0
rev_ENSP00000401562	0
rev_ENSP00000401564	-1
rev_ENSP00000401565	-1
rev_ENSP00000401566	-1
rev_ENSP00000401567	0
rev_ENSP00000401568	0
rev_ENSP00000401569	0
rev_ENSP00000401570	-1
rev_ENSP00000401572	-1
rev_ENSP00000401573	-1
rev_ENSP00000401576	0
rev_ENSP00000401578	0
rev_ENSP00000401579	-1
rev_ENSP00000401580	0
rev_ENSP00000401581	-1
rev_ENSP00000401583	-1
rev_ENSP00000401584	-1
rev_ENSP00000401585	-1
rev_ENSP00000401586	0
rev_ENSP00000401587	0
rev_ENSP00000401588	0
rev_ENSP00000401591	0
rev_ENSP00000401594	-1
rev_ENSP00000401595	-1
rev_ENSP00000401596	0
rev_ENSP00000401597	-1
rev_ENSP00000401598	0
rev_ENSP00000401599	-1
rev_ENSP00000401600	-1
rev_ENSP00000401601	-1
rev_ENSP00000401602	0
rev_ENSP00000401603	0
rev_ENSP00000401605	0
rev_ENSP00000401606	0
rev_ENSP00000401608	0
rev_ENSP00000401609	-1
rev_ENSP00000401611	0
rev_ENSP00000401612	0
rev_ENSP00000401613	-1
rev_ENSP00000401614	0
rev_ENSP00000401619	0
rev_ENSP00000401620	0
rev_ENSP00000401621	0
rev_ENSP00000401622	-1
rev_ENSP00000401623	0
rev_ENSP00000401624	-1
rev_ENSP00000401625	0
rev_ENSP00000401626	0
rev_ENSP00000401627	0
rev_ENSP00000401629	-1
rev_ENSP00000401631	-1
rev_ENSP00000401632	0
rev_ENSP00000401633	0
rev_ENSP00000401635	-1
rev_ENSP00000401637	0
rev_ENSP00000401639	0
rev_ENSP00000401641	-1
rev_ENSP00000401642	0
rev_ENSP00000401645	0
rev_ENSP00000401646	0
rev_ENSP00000401648	0
rev_ENSP00000401649	0
rev_ENSP00000401650	-1
rev_ENSP00000401651	0
rev_ENSP00000401653	0
rev_ENSP00000401654	0
rev_ENSP00000401655	-1
rev_ENSP00000401656	0
rev_ENSP00000401657	0
rev_ENSP00000401658	-1
rev_ENSP00000401661	0
rev_ENSP00000401662	0
rev_ENSP00000401665	-1
rev_ENSP00000401668	-1
rev_ENSP00000401669	-1
rev_ENSP00000401670	-1
rev_ENSP00000401671	0
rev_ENSP00000401672	0
rev_ENSP00000401673	0
rev_ENSP00000401674	0
rev_ENSP00000401675	-1
rev_ENSP00000401677	0
rev_ENSP00000401678	-1
rev_ENSP00000401679	0
rev_ENSP00000401682	-1
rev_ENSP00000401684	-1
rev_ENSP00000401686	-1
rev_ENSP00000401687	0
rev_ENSP00000401688	0
rev_ENSP00000401690	-1
rev_ENSP00000401692	0
rev_ENSP00000401694	0
rev_ENSP00000401695	0
rev_ENSP00000401696	0
rev_ENSP00000401698	-1
rev_ENSP00000401699	-1
rev_ENSP00000401700	-1
rev_ENSP00000401701	0
rev_ENSP00000401702	0
rev_ENSP00000401703	-1
rev_ENSP00000401704	0
rev_ENSP00000401705	0
rev_ENSP00000401706	0
rev_ENSP00000401707	-1
rev_ENSP00000401708	0
rev_ENSP00000401709	-1
rev_ENSP00000401711	0
rev_ENSP00000401713	-1
rev_ENSP00000401717	-1
rev_ENSP00000401718	-1
rev_ENSP00000401719	0
rev_ENSP00000401720	-1
rev_ENSP00000401721	-1
rev_ENSP00000401724	-1
rev_ENSP00000401725	-1
rev_ENSP00000401726	-1
rev_ENSP00000401729	0
rev_ENSP00000401730	-1
rev_ENSP00000401731	0
rev_ENSP00000401732	-1
rev_ENSP00000401733	0
rev_ENSP00000401736	0
rev_ENSP00000401737	-1
rev_ENSP00000401738	-1
rev_ENSP00000401739	0
rev_ENSP00000401741	0
rev_ENSP00000401742	-1
rev_ENSP00000401744	0
rev_ENSP00000401745	0
rev_ENSP00000401748	-1
rev_ENSP00000401749	0
rev_ENSP00000401751	0
rev_ENSP00000401752	-1
rev_ENSP00000401753	-1
rev_ENSP00000401758	-1
rev_ENSP00000401760	-1
rev_ENSP00000401761	-1
rev_ENSP00000401764	0
rev_ENSP00000401766	0
rev_ENSP00000401767	-1
rev_ENSP00000401769	0
rev_ENSP00000401770	0
rev_ENSP00000401773	-1
rev_ENSP00000401774	0
rev_ENSP00000401775	-1
rev_ENSP00000401776	-1
rev_ENSP00000401777	0
rev_ENSP00000401779	-1
rev_ENSP00000401781	-1
rev_ENSP00000401782	0
rev_ENSP00000401783	0
rev_ENSP00000401784	0
rev_ENSP00000401785	0
rev_ENSP00000401788	0
rev_ENSP00000401791	0
rev_ENSP00000401793	0
rev_ENSP00000401794	-1
rev_ENSP00000401795	0
rev_ENSP00000401796	0
rev_ENSP00000401797	-1
rev_ENSP00000401798	0
rev_ENSP00000401799	-1
rev_ENSP00000401801	-1
rev_ENSP00000401802	-1
rev_ENSP00000401803	-1
rev_ENSP00000401804	0
rev_ENSP00000401805	-1
rev_ENSP00000401806	0
rev_ENSP00000401807	-1
rev_ENSP00000401808	0
rev_ENSP00000401809	0
rev_ENSP00000401810	0
rev_ENSP00000401811	0
rev_ENSP00000401812	-1
rev_ENSP00000401813	-1
rev_ENSP00000401815	0
rev_ENSP00000401816	-1
rev_ENSP00000401817	0
rev_ENSP00000401818	0
rev_ENSP00000401819	0
rev_ENSP00000401820	-1
rev_ENSP00000401821	0
rev_ENSP00000401822	-1
rev_ENSP00000401823	-1
rev_ENSP00000401824	0
rev_ENSP00000401826	0
rev_ENSP00000401827	-1
rev_ENSP00000401828	0
rev_ENSP00000401829	-1
rev_ENSP00000401830	-1
rev_ENSP00000401831	-1
rev_ENSP00000401832	0
rev_ENSP00000401834	-1
rev_ENSP00000401837	0
rev_ENSP00000401838	-1
rev_ENSP00000401839	0
rev_ENSP00000401841	0
rev_ENSP00000401843	-1
rev_ENSP00000401848	-1
rev_ENSP00000401850	0
rev_ENSP00000401851	-1
rev_ENSP00000401852	-1
rev_ENSP00000401853	0
rev_ENSP00000401854	-1
rev_ENSP00000401855	-1
rev_ENSP00000401859	-1
rev_ENSP00000401860	-1
