enspid	protlen
ENSP00000394721	387.666666666667
ENSP00000394722	111
ENSP00000394724	128.333333333333
ENSP00000394727	296
ENSP00000394729	99
ENSP00000394730	156.333333333333
ENSP00000394731	105
ENSP00000394732	288
ENSP00000394734	526
ENSP00000394736	131
ENSP00000394737	140.333333333333
ENSP00000394740	170
ENSP00000394741	501
ENSP00000394742	87.6666666666667
ENSP00000394743	300
ENSP00000394744	210.333333333333
ENSP00000394745	196
ENSP00000394748	229
ENSP00000394749	122
ENSP00000394750	75
ENSP00000394751	438
ENSP00000394752	40
ENSP00000394753	744
ENSP00000394754	825
ENSP00000394755	118.666666666667
ENSP00000394756	194.333333333333
ENSP00000394757	1163
ENSP00000394758	262
ENSP00000394759	275
ENSP00000394760	130
ENSP00000394763	180.333333333333
ENSP00000394765	524
ENSP00000394766	442
ENSP00000394768	73
ENSP00000394769	158
ENSP00000394770	4069
ENSP00000394771	286.666666666667
ENSP00000394773	154
ENSP00000394774	161
ENSP00000394776	155.333333333333
ENSP00000394777	195.666666666667
ENSP00000394779	126
ENSP00000394781	136.666666666667
ENSP00000394783	273
ENSP00000394785	238
ENSP00000394787	132.333333333333
ENSP00000394788	203
ENSP00000394789	257
ENSP00000394790	382
ENSP00000394791	643
ENSP00000394792	120
ENSP00000394793	55
ENSP00000394794	2490
ENSP00000394795	1820
ENSP00000394796	432
ENSP00000394797	880
ENSP00000394798	471.333333333333
ENSP00000394801	225.666666666667
ENSP00000394802	1063
ENSP00000394804	27
ENSP00000394806	30
ENSP00000394808	225
ENSP00000394809	303
ENSP00000394810	133.666666666667
ENSP00000394815	73
ENSP00000394817	627
ENSP00000394820	1018
ENSP00000394821	394
ENSP00000394822	69
ENSP00000394823	576
ENSP00000394824	335
ENSP00000394825	262.666666666667
ENSP00000394826	1017
ENSP00000394827	250.666666666667
ENSP00000394828	111
ENSP00000394829	181
ENSP00000394832	331
ENSP00000394834	35
ENSP00000394837	118
ENSP00000394838	163.333333333333
ENSP00000394839	1126
ENSP00000394841	372
ENSP00000394842	217
ENSP00000394844	57
ENSP00000394845	722
ENSP00000394846	281
ENSP00000394848	173.666666666667
ENSP00000394849	428
ENSP00000394852	64.3333333333333
ENSP00000394853	70
ENSP00000394854	538
ENSP00000394855	215
ENSP00000394856	243.666666666667
ENSP00000394858	189
ENSP00000394860	180
ENSP00000394862	261.333333333333
ENSP00000394863	306
ENSP00000394864	204.333333333333
ENSP00000394865	59
ENSP00000394866	351
ENSP00000394867	821
ENSP00000394868	450
ENSP00000394869	543
ENSP00000394870	97
ENSP00000394872	428
ENSP00000394873	131
ENSP00000394874	107.333333333333
ENSP00000394875	225
ENSP00000394876	378
ENSP00000394877	208.666666666667
ENSP00000394879	380
ENSP00000394880	91
ENSP00000394881	370
ENSP00000394883	285.666666666667
ENSP00000394884	170
ENSP00000394885	50
ENSP00000394886	265
ENSP00000394887	197.333333333333
ENSP00000394888	2031
ENSP00000394889	299
ENSP00000394891	51
ENSP00000394894	96.3333333333333
ENSP00000394896	224
ENSP00000394897	287
ENSP00000394898	769
ENSP00000394899	253
ENSP00000394902	375
ENSP00000394903	578
ENSP00000394904	208
ENSP00000394907	1625
ENSP00000394908	436
ENSP00000394909	1446.66666666667
ENSP00000394912	84
ENSP00000394913	705
ENSP00000394914	421
ENSP00000394915	100.666666666667
ENSP00000394917	107
ENSP00000394919	283
ENSP00000394920	254.333333333333
ENSP00000394921	220
ENSP00000394922	339
ENSP00000394923	40
ENSP00000394924	447
ENSP00000394925	732
ENSP00000394929	423
ENSP00000394930	383
ENSP00000394931	325
ENSP00000394932	167
ENSP00000394933	280
ENSP00000394934	249.666666666667
ENSP00000394935	733
ENSP00000394936	201
ENSP00000394937	118
ENSP00000394939	271
ENSP00000394940	259
ENSP00000394941	141
ENSP00000394942	495
ENSP00000394944	83
ENSP00000394945	66
ENSP00000394946	72
ENSP00000394948	36.3333333333333
ENSP00000394949	602
ENSP00000394950	416
ENSP00000394951	93
ENSP00000394952	297
ENSP00000394953	100.666666666667
ENSP00000394954	331
ENSP00000394955	161.666666666667
ENSP00000394956	561
ENSP00000394957	258
ENSP00000394958	879
ENSP00000394960	165.333333333333
ENSP00000394961	137
ENSP00000394962	48
ENSP00000394963	124.333333333333
ENSP00000394964	170.333333333333
ENSP00000394965	725
ENSP00000394966	191
ENSP00000394967	135
ENSP00000394969	35.3333333333333
ENSP00000394970	211
ENSP00000394971	332.333333333333
ENSP00000394973	161.666666666667
ENSP00000394976	614
ENSP00000394977	107
ENSP00000394978	411.333333333333
ENSP00000394979	210.666666666667
ENSP00000394981	414
ENSP00000394985	238
ENSP00000394987	341.333333333333
ENSP00000394988	717
ENSP00000394989	198.333333333333
ENSP00000394990	79
ENSP00000394992	1306
ENSP00000394993	201.666666666667
ENSP00000394994	338.666666666667
ENSP00000394995	39
ENSP00000394996	98
ENSP00000394997	257
ENSP00000394999	158
ENSP00000395000	178.666666666667
ENSP00000395002	438
ENSP00000395003	125
ENSP00000395004	701
ENSP00000395005	295
ENSP00000395006	731
ENSP00000395007	645
ENSP00000395008	58
ENSP00000395010	274
ENSP00000395011	211
ENSP00000395012	600
ENSP00000395016	1424
ENSP00000395017	203
ENSP00000395018	258
ENSP00000395020	97.3333333333333
ENSP00000395021	108.666666666667
ENSP00000395024	54
ENSP00000395025	180.666666666667
ENSP00000395028	364
ENSP00000395030	360
ENSP00000395031	169
ENSP00000395032	294
ENSP00000395034	150
ENSP00000395035	184
ENSP00000395036	115
ENSP00000395038	82.6666666666667
ENSP00000395039	184
ENSP00000395041	1216
ENSP00000395042	112
ENSP00000395043	233
ENSP00000395045	40
ENSP00000395048	2875
ENSP00000395050	286
ENSP00000395051	508
ENSP00000395052	37.6666666666667
ENSP00000395053	324.666666666667
ENSP00000395055	567
ENSP00000395056	168
ENSP00000395058	237
ENSP00000395059	329
ENSP00000395060	295.666666666667
ENSP00000395061	225
ENSP00000395062	178
ENSP00000395063	214
ENSP00000395064	225.666666666667
ENSP00000395065	126
ENSP00000395066	114
ENSP00000395067	115
ENSP00000395068	98.3333333333333
ENSP00000395069	402
ENSP00000395070	509
ENSP00000395072	152
ENSP00000395073	94.3333333333333
ENSP00000395075	136
ENSP00000395077	161
ENSP00000395078	133
ENSP00000395080	264.333333333333
ENSP00000395083	373
ENSP00000395084	422
ENSP00000395085	113
ENSP00000395086	452
ENSP00000395089	259.666666666667
ENSP00000395090	132
ENSP00000395091	540
ENSP00000395092	126
ENSP00000395093	658
ENSP00000395095	301
ENSP00000395097	157.666666666667
ENSP00000395098	33.6666666666667
ENSP00000395102	244
ENSP00000395104	147.333333333333
ENSP00000395105	131.333333333333
ENSP00000395106	231
ENSP00000395107	83
ENSP00000395108	18.6666666666667
ENSP00000395109	823
ENSP00000395113	171.333333333333
ENSP00000395114	245
ENSP00000395115	139
ENSP00000395118	110
ENSP00000395119	98.3333333333333
ENSP00000395120	127.666666666667
ENSP00000395122	608
ENSP00000395124	47
ENSP00000395125	369
ENSP00000395126	493
ENSP00000395127	139.333333333333
ENSP00000395128	294
ENSP00000395130	143
ENSP00000395131	25
ENSP00000395132	178
ENSP00000395133	821
ENSP00000395134	568
ENSP00000395135	5.66666666666667
ENSP00000395136	138
ENSP00000395137	436
ENSP00000395138	142.666666666667
ENSP00000395139	156
ENSP00000395140	89.3333333333333
ENSP00000395142	215
ENSP00000395143	1093
ENSP00000395144	155
ENSP00000395145	156
ENSP00000395146	204
ENSP00000395150	227
ENSP00000395152	721
ENSP00000395153	178.333333333333
ENSP00000395154	96.6666666666667
ENSP00000395155	154
ENSP00000395156	265
ENSP00000395158	96
ENSP00000395160	572
ENSP00000395161	245.333333333333
ENSP00000395163	113
ENSP00000395164	72
ENSP00000395165	143
ENSP00000395166	42
ENSP00000395167	318
ENSP00000395168	93.3333333333333
ENSP00000395171	696
ENSP00000395172	212
ENSP00000395173	131
ENSP00000395175	239.666666666667
ENSP00000395178	379
ENSP00000395180	105
ENSP00000395181	159
ENSP00000395183	383
ENSP00000395184	12.6666666666667
ENSP00000395186	48.3333333333333
ENSP00000395188	319
ENSP00000395189	129
ENSP00000395191	211
ENSP00000395192	75
ENSP00000395194	138.666666666667
ENSP00000395195	438
ENSP00000395196	523
ENSP00000395198	131.333333333333
ENSP00000395200	179
ENSP00000395201	139.333333333333
ENSP00000395202	280
ENSP00000395203	454
ENSP00000395204	324
ENSP00000395205	137
ENSP00000395206	160
ENSP00000395207	67.6666666666667
ENSP00000395208	11
ENSP00000395209	105.333333333333
ENSP00000395210	199
ENSP00000395211	269
ENSP00000395212	92
ENSP00000395213	398
ENSP00000395214	130
ENSP00000395215	172.333333333333
ENSP00000395217	252
ENSP00000395218	523
ENSP00000395219	130
ENSP00000395220	752
ENSP00000395221	82.6666666666667
ENSP00000395222	548
ENSP00000395223	129
ENSP00000395224	73
ENSP00000395226	171.333333333333
ENSP00000395228	690
ENSP00000395229	3053
ENSP00000395230	497
ENSP00000395231	469
ENSP00000395232	385
ENSP00000395234	181
ENSP00000395235	319
ENSP00000395236	267
ENSP00000395237	43
ENSP00000395238	177
ENSP00000395239	315.666666666667
ENSP00000395240	56.6666666666667
ENSP00000395241	141
ENSP00000395242	302
ENSP00000395243	1157
ENSP00000395244	380
ENSP00000395245	221
ENSP00000395249	543
ENSP00000395250	116
ENSP00000395252	383
ENSP00000395253	1638.66666666667
ENSP00000395254	170
ENSP00000395255	114
ENSP00000395257	597
ENSP00000395258	84
ENSP00000395259	1325
ENSP00000395260	1384
ENSP00000395261	146
ENSP00000395262	396
ENSP00000395263	67
ENSP00000395264	103
ENSP00000395265	106
ENSP00000395266	64.3333333333333
ENSP00000395268	147.333333333333
ENSP00000395269	103
ENSP00000395271	173.333333333333
ENSP00000395272	129
ENSP00000395273	216
ENSP00000395275	215
ENSP00000395276	91.6666666666667
ENSP00000395278	337
ENSP00000395279	217
ENSP00000395280	299
ENSP00000395281	136
ENSP00000395282	598
ENSP00000395283	189.666666666667
ENSP00000395285	75
ENSP00000395287	65
ENSP00000395288	69
ENSP00000395289	108
ENSP00000395290	97.6666666666667
ENSP00000395291	45
ENSP00000395292	175
ENSP00000395293	93.6666666666667
ENSP00000395294	208
ENSP00000395296	553
ENSP00000395297	578
ENSP00000395298	409
ENSP00000395299	61
ENSP00000395301	211.666666666667
ENSP00000395302	2039
ENSP00000395304	252
ENSP00000395305	193.333333333333
ENSP00000395307	163.666666666667
ENSP00000395308	238
ENSP00000395309	226
ENSP00000395310	534
ENSP00000395311	244
ENSP00000395312	86.3333333333333
ENSP00000395313	983.666666666667
ENSP00000395315	546
ENSP00000395319	309.666666666667
ENSP00000395320	288
ENSP00000395322	179.333333333333
ENSP00000395323	227
ENSP00000395327	173.666666666667
ENSP00000395328	134
ENSP00000395329	25.6666666666667
ENSP00000395330	705
ENSP00000395332	83
ENSP00000395333	237.666666666667
ENSP00000395334	86
ENSP00000395335	58
ENSP00000395336	1135
ENSP00000395337	332
ENSP00000395338	131.666666666667
ENSP00000395339	199
ENSP00000395340	392
ENSP00000395343	112.333333333333
ENSP00000395344	289
ENSP00000395345	82
ENSP00000395346	57
ENSP00000395348	97
ENSP00000395349	261
ENSP00000395351	292
ENSP00000395352	156
ENSP00000395354	468.333333333333
ENSP00000395357	454
ENSP00000395359	442
ENSP00000395360	41.6666666666667
ENSP00000395362	113.333333333333
ENSP00000395364	153
ENSP00000395365	132.333333333333
ENSP00000395367	575.666666666667
ENSP00000395368	457
ENSP00000395369	670
ENSP00000395370	144
ENSP00000395371	124.333333333333
ENSP00000395372	285
ENSP00000395373	233
ENSP00000395374	142
ENSP00000395376	130.333333333333
ENSP00000395377	254
ENSP00000395378	112
ENSP00000395379	123.666666666667
ENSP00000395381	216.333333333333
ENSP00000395382	611
ENSP00000395384	737
ENSP00000395385	228
ENSP00000395386	151
ENSP00000395387	490
ENSP00000395389	353
ENSP00000395391	41
ENSP00000395392	89
ENSP00000395395	174
ENSP00000395396	288.333333333333
ENSP00000395397	126
ENSP00000395398	63
ENSP00000395399	131
ENSP00000395400	302.666666666667
ENSP00000395401	123.333333333333
ENSP00000395402	388
ENSP00000395405	249.666666666667
ENSP00000395407	42
ENSP00000395409	97
ENSP00000395410	109
ENSP00000395413	167
ENSP00000395416	214.333333333333
ENSP00000395417	530
ENSP00000395418	199.333333333333
ENSP00000395420	121.333333333333
ENSP00000395421	190.666666666667
ENSP00000395424	211
ENSP00000395425	113.666666666667
ENSP00000395426	133.333333333333
ENSP00000395427	196.333333333333
ENSP00000395431	126
ENSP00000395433	37
ENSP00000395434	315
ENSP00000395436	118
ENSP00000395437	69
ENSP00000395438	251.333333333333
ENSP00000395439	611
ENSP00000395440	205
ENSP00000395442	82
ENSP00000395443	225.666666666667
ENSP00000395444	83.3333333333333
ENSP00000395446	151
ENSP00000395447	136
ENSP00000395448	242.666666666667
ENSP00000395449	649
ENSP00000395451	243.666666666667
ENSP00000395453	121
ENSP00000395455	171.333333333333
ENSP00000395456	199.333333333333
ENSP00000395457	156
ENSP00000395458	200.333333333333
ENSP00000395459	110.666666666667
ENSP00000395460	167
ENSP00000395461	291
ENSP00000395462	129
ENSP00000395464	165
ENSP00000395465	650
ENSP00000395466	219
ENSP00000395467	173
ENSP00000395468	58
ENSP00000395469	375
ENSP00000395471	220
ENSP00000395472	162.666666666667
ENSP00000395473	1011
ENSP00000395474	227
ENSP00000395475	454
ENSP00000395477	51
ENSP00000395482	130
ENSP00000395483	280
ENSP00000395484	88.6666666666667
ENSP00000395487	1114
ENSP00000395488	94
ENSP00000395489	188
ENSP00000395490	224.333333333333
ENSP00000395491	539
ENSP00000395492	35.6666666666667
ENSP00000395496	701.333333333333
ENSP00000395497	462
ENSP00000395498	450
ENSP00000395499	249.333333333333
ENSP00000395500	181
ENSP00000395502	299
ENSP00000395505	98
ENSP00000395506	263.666666666667
ENSP00000395508	22
ENSP00000395512	157
ENSP00000395513	119
ENSP00000395515	346
ENSP00000395517	106
ENSP00000395521	248.666666666667
ENSP00000395524	754
ENSP00000395525	333
ENSP00000395526	153
ENSP00000395527	157
ENSP00000395530	163.666666666667
ENSP00000395532	92
ENSP00000395533	105
ENSP00000395534	280
ENSP00000395535	498
ENSP00000395536	424
ENSP00000395538	2968
ENSP00000395539	709
ENSP00000395540	55
ENSP00000395544	381
ENSP00000395545	187
ENSP00000395546	234
ENSP00000395547	524
ENSP00000395548	63.6666666666667
ENSP00000395549	362
ENSP00000395550	75
ENSP00000395551	58.6666666666667
ENSP00000395552	82
ENSP00000395553	91
ENSP00000395554	183
ENSP00000395556	233.666666666667
ENSP00000395557	126.333333333333
ENSP00000395558	504
ENSP00000395559	455
ENSP00000395560	106.666666666667
ENSP00000395563	40
ENSP00000395566	62
ENSP00000395567	316
ENSP00000395568	211
ENSP00000395569	499
ENSP00000395574	798
ENSP00000395575	408.333333333333
ENSP00000395576	611
ENSP00000395578	233.333333333333
ENSP00000395579	168
ENSP00000395581	33.6666666666667
ENSP00000395582	182
ENSP00000395586	146
ENSP00000395587	777
ENSP00000395588	528
ENSP00000395589	171
ENSP00000395590	288
ENSP00000395591	84
ENSP00000395592	436
ENSP00000395593	68.6666666666667
ENSP00000395595	210
ENSP00000395596	163
ENSP00000395597	574
ENSP00000395598	481
ENSP00000395599	337.666666666667
ENSP00000395600	1377
ENSP00000395601	706
ENSP00000395603	134.666666666667
ENSP00000395604	24
ENSP00000395605	233
ENSP00000395606	488
ENSP00000395607	565
ENSP00000395608	2040
ENSP00000395609	150
ENSP00000395611	902
ENSP00000395613	283
ENSP00000395614	83
ENSP00000395615	101.666666666667
ENSP00000395616	525
ENSP00000395617	66
ENSP00000395618	237
ENSP00000395619	137.666666666667
ENSP00000395621	307
ENSP00000395627	12.6666666666667
ENSP00000395628	205
ENSP00000395629	454
ENSP00000395631	502
ENSP00000395632	363
ENSP00000395634	718.333333333333
ENSP00000395635	277
ENSP00000395636	481
ENSP00000395637	123
ENSP00000395640	243
ENSP00000395641	410
ENSP00000395642	432
ENSP00000395643	32.3333333333333
ENSP00000395644	37
ENSP00000395645	342
ENSP00000395648	219
ENSP00000395650	859
ENSP00000395651	228
ENSP00000395652	45
ENSP00000395653	459
ENSP00000395654	1647
ENSP00000395655	546
ENSP00000395656	117
ENSP00000395658	700
ENSP00000395660	490
ENSP00000395661	606
ENSP00000395663	479
ENSP00000395664	297.666666666667
ENSP00000395665	558
ENSP00000395666	772
ENSP00000395668	86
ENSP00000395671	288
ENSP00000395672	191.666666666667
ENSP00000395673	134.666666666667
ENSP00000395674	123
ENSP00000395675	450
ENSP00000395677	127.333333333333
ENSP00000395678	161
ENSP00000395680	215
ENSP00000395682	54.6666666666667
ENSP00000395683	620
ENSP00000395684	928
ENSP00000395685	863
ENSP00000395686	691
ENSP00000395687	240.333333333333
ENSP00000395688	219
ENSP00000395689	258
ENSP00000395690	140.666666666667
ENSP00000395692	119.666666666667
ENSP00000395693	227.666666666667
ENSP00000395695	61.6666666666667
ENSP00000395696	420
ENSP00000395697	180
ENSP00000395699	212
ENSP00000395701	448
ENSP00000395702	217
ENSP00000395704	342
ENSP00000395705	600
ENSP00000395706	912
ENSP00000395707	96.3333333333333
ENSP00000395708	923
ENSP00000395709	285
ENSP00000395710	563
ENSP00000395711	579
ENSP00000395712	643
ENSP00000395715	46.6666666666667
ENSP00000395716	98.3333333333333
ENSP00000395718	561
ENSP00000395719	99
ENSP00000395721	24.3333333333333
ENSP00000395722	133
ENSP00000395723	395
ENSP00000395728	684
ENSP00000395729	154.666666666667
ENSP00000395730	58
ENSP00000395732	234
ENSP00000395733	536
ENSP00000395736	303
ENSP00000395737	250
ENSP00000395738	643
ENSP00000395739	615
ENSP00000395742	259
ENSP00000395743	311
ENSP00000395744	28.6666666666667
ENSP00000395745	540
ENSP00000395747	324
ENSP00000395749	301.666666666667
ENSP00000395751	249
ENSP00000395752	533
ENSP00000395753	58.6666666666667
ENSP00000395754	77
ENSP00000395755	168.666666666667
ENSP00000395756	46
ENSP00000395757	349
ENSP00000395758	134
ENSP00000395759	225
ENSP00000395760	140.666666666667
ENSP00000395761	293.333333333333
ENSP00000395762	1088
ENSP00000395764	188
ENSP00000395767	222
ENSP00000395769	167
ENSP00000395770	117
ENSP00000395771	360
ENSP00000395772	549
ENSP00000395775	484.333333333333
ENSP00000395777	206
ENSP00000395778	462.333333333333
ENSP00000395779	230.333333333333
ENSP00000395780	273
ENSP00000395781	1059.33333333333
ENSP00000395782	335
ENSP00000395784	87.3333333333333
ENSP00000395785	239
ENSP00000395786	601
ENSP00000395787	44
ENSP00000395791	90.6666666666667
ENSP00000395792	125.666666666667
ENSP00000395793	445
ENSP00000395794	122
ENSP00000395795	166.666666666667
ENSP00000395796	871
ENSP00000395797	1088
ENSP00000395799	131
ENSP00000395801	237
ENSP00000395802	708
ENSP00000395804	993
ENSP00000395805	81
ENSP00000395806	542
ENSP00000395807	136.333333333333
ENSP00000395809	919
ENSP00000395810	338
ENSP00000395811	140
ENSP00000395812	404
ENSP00000395813	139.333333333333
ENSP00000395814	229.666666666667
ENSP00000395816	109
ENSP00000395817	143.666666666667
ENSP00000395819	86
ENSP00000395820	247.333333333333
ENSP00000395821	35.3333333333333
ENSP00000395823	49
ENSP00000395827	178.666666666667
ENSP00000395828	132
ENSP00000395829	185.333333333333
ENSP00000395832	102.666666666667
ENSP00000395833	456
ENSP00000395835	1062
ENSP00000395836	464
ENSP00000395837	187.666666666667
ENSP00000395838	372
ENSP00000395839	144.333333333333
ENSP00000395845	165
ENSP00000395846	237.666666666667
ENSP00000395848	464
ENSP00000395849	95.6666666666667
ENSP00000395850	316
ENSP00000395851	516
ENSP00000395853	346
ENSP00000395856	205.333333333333
ENSP00000395857	46
ENSP00000395858	144
ENSP00000395859	216
ENSP00000395860	98.6666666666667
ENSP00000395861	245
ENSP00000395862	193
ENSP00000395863	283
ENSP00000395864	368
ENSP00000395865	527
ENSP00000395866	130
ENSP00000395867	63
ENSP00000395870	271
ENSP00000395872	193.333333333333
ENSP00000395873	617
ENSP00000395874	408.666666666667
ENSP00000395875	444
ENSP00000395877	175
ENSP00000395878	171
ENSP00000395880	147
ENSP00000395881	801
ENSP00000395883	1025.33333333333
ENSP00000395884	190
ENSP00000395885	220
ENSP00000395887	203
ENSP00000395888	136
ENSP00000395892	357
ENSP00000395893	507
ENSP00000395894	283.333333333333
ENSP00000395895	205
ENSP00000395897	41
ENSP00000395899	628
ENSP00000395901	16.6666666666667
ENSP00000395902	361
ENSP00000395904	124
ENSP00000395906	147
ENSP00000395907	59
ENSP00000395911	434
ENSP00000395912	203
ENSP00000395913	81
ENSP00000395914	205
ENSP00000395915	1094
ENSP00000395916	585
ENSP00000395917	176.333333333333
ENSP00000395918	216
ENSP00000395920	776
ENSP00000395921	627.666666666667
ENSP00000395923	592
ENSP00000395924	127.333333333333
ENSP00000395925	192.333333333333
ENSP00000395927	179.333333333333
ENSP00000395928	219
ENSP00000395929	2696
ENSP00000395930	125.666666666667
ENSP00000395932	66
ENSP00000395933	124
ENSP00000395934	316
ENSP00000395935	63
ENSP00000395936	81
ENSP00000395938	172.666666666667
ENSP00000395942	479
ENSP00000395943	180
ENSP00000395946	194
ENSP00000395947	136
ENSP00000395948	414.666666666667
ENSP00000395949	75.3333333333333
ENSP00000395951	533
ENSP00000395952	278
ENSP00000395953	80
ENSP00000395954	289
ENSP00000395955	119
ENSP00000395956	49.6666666666667
ENSP00000395957	202.666666666667
ENSP00000395958	44.6666666666667
ENSP00000395959	65
ENSP00000395960	175
ENSP00000395962	757
ENSP00000395963	258.333333333333
ENSP00000395964	90
ENSP00000395965	118.333333333333
ENSP00000395966	154
ENSP00000395967	377
ENSP00000395968	118
ENSP00000395969	975
ENSP00000395972	174
ENSP00000395973	870
ENSP00000395974	1560
ENSP00000395975	34.3333333333333
ENSP00000395976	205
ENSP00000395977	358
ENSP00000395978	86.3333333333333
ENSP00000395979	181
ENSP00000395981	73
ENSP00000395982	488
ENSP00000395983	1087
ENSP00000395985	548
ENSP00000395986	1290
ENSP00000395987	729
ENSP00000395988	137.333333333333
ENSP00000395990	251.333333333333
ENSP00000395992	877
ENSP00000395993	61
ENSP00000395994	84
ENSP00000395995	1530
ENSP00000395996	455
ENSP00000395997	115
ENSP00000395999	15.6666666666667
ENSP00000396000	608
ENSP00000396001	502
ENSP00000396002	72
ENSP00000396003	141
ENSP00000396004	73
ENSP00000396006	190
ENSP00000396008	824
ENSP00000396009	125.333333333333
ENSP00000396010	1026
ENSP00000396011	703
ENSP00000396012	40
ENSP00000396013	160
ENSP00000396014	160.333333333333
ENSP00000396015	92
ENSP00000396018	1031
ENSP00000396020	555.666666666667
ENSP00000396021	186
ENSP00000396023	226.666666666667
ENSP00000396024	8749
ENSP00000396025	391
ENSP00000396026	46.6666666666667
ENSP00000396028	237
ENSP00000396029	126
ENSP00000396030	180
ENSP00000396034	52
ENSP00000396035	128.333333333333
ENSP00000396036	514
ENSP00000396039	731
ENSP00000396040	432
ENSP00000396042	111
ENSP00000396043	826
ENSP00000396044	154.666666666667
ENSP00000396045	781
ENSP00000396046	58.6666666666667
ENSP00000396047	45
ENSP00000396048	162
ENSP00000396049	216
ENSP00000396050	148
ENSP00000396051	56.6666666666667
ENSP00000396052	290
ENSP00000396053	116.666666666667
ENSP00000396054	259.333333333333
ENSP00000396056	114
ENSP00000396057	390
ENSP00000396058	47
ENSP00000396060	211
ENSP00000396061	152.333333333333
ENSP00000396062	1118
ENSP00000396063	192
ENSP00000396064	707
ENSP00000396066	1055.33333333333
ENSP00000396067	1591
ENSP00000396068	1888
ENSP00000396069	207.666666666667
ENSP00000396070	293
ENSP00000396072	147
ENSP00000396073	154
ENSP00000396074	284
ENSP00000396075	257
ENSP00000396076	95.3333333333333
ENSP00000396077	61.6666666666667
ENSP00000396078	1068
ENSP00000396079	82.6666666666667
ENSP00000396080	557
ENSP00000396081	782
ENSP00000396083	219
ENSP00000396084	69.3333333333333
ENSP00000396085	313
ENSP00000396087	140
ENSP00000396089	121
ENSP00000396090	860
ENSP00000396091	243
ENSP00000396093	227
ENSP00000396095	258
ENSP00000396096	75.3333333333333
ENSP00000396099	283
ENSP00000396100	157.333333333333
ENSP00000396103	1184
ENSP00000396105	142
ENSP00000396109	138.666666666667
ENSP00000396110	2265
ENSP00000396111	216
ENSP00000396113	747
ENSP00000396116	123.333333333333
ENSP00000396117	2240
ENSP00000396118	207
ENSP00000396119	1210
ENSP00000396120	80.3333333333333
ENSP00000396121	304.333333333333
ENSP00000396122	165
ENSP00000396123	262
ENSP00000396124	304.333333333333
ENSP00000396125	242.666666666667
ENSP00000396126	517
ENSP00000396127	234
ENSP00000396128	85.3333333333333
ENSP00000396129	65
ENSP00000396132	67.3333333333333
ENSP00000396133	462
ENSP00000396134	24.3333333333333
ENSP00000396135	1296
ENSP00000396136	114
ENSP00000396137	68.6666666666667
ENSP00000396139	377.666666666667
ENSP00000396140	43
ENSP00000396145	97.3333333333333
ENSP00000396148	164
ENSP00000396149	88
ENSP00000396150	384
ENSP00000396151	363
ENSP00000396152	165
ENSP00000396153	182
ENSP00000396154	358
ENSP00000396155	117.666666666667
ENSP00000396156	653
ENSP00000396157	453
ENSP00000396159	273.666666666667
ENSP00000396160	1045
ENSP00000396162	136.666666666667
ENSP00000396163	174
ENSP00000396166	1562.66666666667
ENSP00000396167	300
ENSP00000396168	78
ENSP00000396169	891
ENSP00000396170	107.333333333333
ENSP00000396171	192.666666666667
ENSP00000396172	87
ENSP00000396173	187
ENSP00000396176	182
ENSP00000396177	460
ENSP00000396178	679
ENSP00000396179	104
ENSP00000396181	97
ENSP00000396182	178
ENSP00000396183	99
ENSP00000396185	794
ENSP00000396186	108.666666666667
ENSP00000396187	249.666666666667
ENSP00000396188	539
ENSP00000396189	413
ENSP00000396192	100
ENSP00000396193	1041
ENSP00000396194	97
ENSP00000396195	155
ENSP00000396196	32.3333333333333
ENSP00000396197	143.333333333333
ENSP00000396198	220
ENSP00000396200	187.333333333333
ENSP00000396201	510.333333333333
ENSP00000396202	35.3333333333333
ENSP00000396203	97
ENSP00000396204	45
ENSP00000396205	991
ENSP00000396206	701
ENSP00000396207	262.666666666667
ENSP00000396208	526
ENSP00000396209	304.333333333333
ENSP00000396210	1125
ENSP00000396211	498
ENSP00000396212	155
ENSP00000396214	488
ENSP00000396215	46
ENSP00000396216	442
ENSP00000396218	342
ENSP00000396219	473
ENSP00000396221	649
ENSP00000396222	197
ENSP00000396225	515
ENSP00000396226	83.6666666666667
ENSP00000396227	44
ENSP00000396228	489
ENSP00000396229	201.333333333333
ENSP00000396230	187
ENSP00000396231	132.666666666667
ENSP00000396232	265
ENSP00000396233	330
ENSP00000396234	294
ENSP00000396235	66
ENSP00000396236	157
ENSP00000396237	33
ENSP00000396238	920
ENSP00000396239	182.666666666667
ENSP00000396240	97.3333333333333
ENSP00000396241	112
ENSP00000396242	445
ENSP00000396243	213
ENSP00000396244	546
ENSP00000396247	191.666666666667
ENSP00000396248	153
ENSP00000396249	480
ENSP00000396251	462
ENSP00000396252	435
ENSP00000396253	239
ENSP00000396254	410
ENSP00000396256	51
ENSP00000396258	99
ENSP00000396259	417
ENSP00000396260	186
ENSP00000396261	124.666666666667
ENSP00000396262	25.6666666666667
ENSP00000396263	50
ENSP00000396264	184.333333333333
ENSP00000396266	253.333333333333
ENSP00000396267	211
ENSP00000396268	387
ENSP00000396270	270
ENSP00000396271	406
ENSP00000396272	69.3333333333333
ENSP00000396273	161
ENSP00000396275	91
ENSP00000396276	152
ENSP00000396277	135
ENSP00000396278	34
ENSP00000396283	594
ENSP00000396284	237
ENSP00000396286	300.666666666667
ENSP00000396292	634
ENSP00000396294	36.6666666666667
ENSP00000396295	188.666666666667
ENSP00000396296	78
